,Date,Volatility,PeriodStart,PeriodEnd,DataPointsUsed,DatesUsed
217,1990-11-08,0.010420238199431475,1990-11-08,1990-11-13,4,"1990-11-08,1990-11-09,1990-11-12,1990-11-13"
218,1990-11-09,0.010177454818828762,1990-11-09,1990-11-14,4,"1990-11-09,1990-11-12,1990-11-13,1990-11-14"
219,1990-11-12,0.011443929211903585,1990-11-12,1990-11-15,4,"1990-11-12,1990-11-13,1990-11-14,1990-11-15"
220,1990-11-13,0.00715294002831674,1990-11-13,1990-11-16,4,"1990-11-13,1990-11-14,1990-11-15,1990-11-16"
221,1990-11-14,0.007524228472570425,1990-11-14,1990-11-19,4,"1990-11-14,1990-11-15,1990-11-16,1990-11-19"
222,1990-11-15,0.00798030855977749,1990-11-15,1990-11-20,4,"1990-11-15,1990-11-16,1990-11-19,1990-11-20"
223,1990-11-16,0.007242724626897002,1990-11-16,1990-11-21,4,"1990-11-16,1990-11-19,1990-11-20,1990-11-21"
224,1990-11-19,0.007257046138972554,1990-11-19,1990-11-23,4,"1990-11-19,1990-11-20,1990-11-21,1990-11-23"
225,1990-11-20,0.006607433311872749,1990-11-20,1990-11-26,4,"1990-11-20,1990-11-21,1990-11-23,1990-11-26"
226,1990-11-21,0.0031580618716632396,1990-11-21,1990-11-27,4,"1990-11-21,1990-11-23,1990-11-26,1990-11-27"
227,1990-11-23,0.003368768458216792,1990-11-23,1990-11-28,4,"1990-11-23,1990-11-26,1990-11-27,1990-11-28"
228,1990-11-26,0.0040228740950718515,1990-11-26,1990-11-29,4,"1990-11-26,1990-11-27,1990-11-28,1990-11-29"
229,1990-11-27,0.008707568498160612,1990-11-27,1990-11-30,4,"1990-11-27,1990-11-28,1990-11-29,1990-11-30"
230,1990-11-28,0.008725600735149849,1990-11-28,1990-12-03,4,"1990-11-28,1990-11-29,1990-11-30,1990-12-03"
231,1990-11-29,0.008193803344272972,1990-11-29,1990-12-04,4,"1990-11-29,1990-11-30,1990-12-03,1990-12-04"
232,1990-11-30,0.004909514563862985,1990-11-30,1990-12-05,4,"1990-11-30,1990-12-03,1990-12-04,1990-12-05"
233,1990-12-03,0.004931638948283182,1990-12-03,1990-12-06,4,"1990-12-03,1990-12-04,1990-12-05,1990-12-06"
234,1990-12-04,0.006313203127723647,1990-12-04,1990-12-07,4,"1990-12-04,1990-12-05,1990-12-06,1990-12-07"
235,1990-12-05,0.005913632897044064,1990-12-05,1990-12-10,4,"1990-12-05,1990-12-06,1990-12-07,1990-12-10"
236,1990-12-06,0.003947210051735074,1990-12-06,1990-12-11,4,"1990-12-06,1990-12-07,1990-12-10,1990-12-11"
237,1990-12-07,0.007291555969549574,1990-12-07,1990-12-12,4,"1990-12-07,1990-12-10,1990-12-11,1990-12-12"
238,1990-12-10,0.007043009724061631,1990-12-10,1990-12-13,4,"1990-12-10,1990-12-11,1990-12-12,1990-12-13"
239,1990-12-11,0.00778472678236222,1990-12-11,1990-12-14,4,"1990-12-11,1990-12-12,1990-12-13,1990-12-14"
240,1990-12-12,0.007108235736671224,1990-12-12,1990-12-17,4,"1990-12-12,1990-12-13,1990-12-14,1990-12-17"
241,1990-12-13,0.007470018069931157,1990-12-13,1990-12-18,4,"1990-12-13,1990-12-14,1990-12-17,1990-12-18"
242,1990-12-14,0.007343163498848961,1990-12-14,1990-12-19,4,"1990-12-14,1990-12-17,1990-12-18,1990-12-19"
243,1990-12-17,0.005772785657337653,1990-12-17,1990-12-20,4,"1990-12-17,1990-12-18,1990-12-19,1990-12-20"
244,1990-12-18,0.0050137043373503325,1990-12-18,1990-12-21,4,"1990-12-18,1990-12-19,1990-12-20,1990-12-21"
245,1990-12-19,0.003721689256988707,1990-12-19,1990-12-24,4,"1990-12-19,1990-12-20,1990-12-21,1990-12-24"
246,1990-12-20,0.003956356640428193,1990-12-20,1990-12-26,4,"1990-12-20,1990-12-21,1990-12-24,1990-12-26"
247,1990-12-21,0.005387349792430873,1990-12-21,1990-12-27,4,"1990-12-21,1990-12-24,1990-12-26,1990-12-27"
248,1990-12-24,0.004479902506127047,1990-12-24,1990-12-28,4,"1990-12-24,1990-12-26,1990-12-27,1990-12-28"
249,1990-12-26,0.0047662342306368476,1990-12-26,1990-12-31,4,"1990-12-26,1990-12-27,1990-12-28,1990-12-31"
250,1990-12-27,0.006483927693677946,1990-12-27,1991-01-02,4,"1990-12-27,1990-12-28,1990-12-31,1991-01-02"
251,1990-12-28,0.00793796436023999,1990-12-28,1991-01-03,4,"1990-12-28,1990-12-31,1991-01-02,1991-01-03"
252,1990-12-31,0.007313284461329153,1990-12-31,1991-01-04,4,"1990-12-31,1991-01-02,1991-01-03,1991-01-04"
253,1991-01-02,0.00533619957624327,1991-01-02,1991-01-07,4,"1991-01-02,1991-01-03,1991-01-04,1991-01-07"
254,1991-01-03,0.006769340606216646,1991-01-03,1991-01-08,4,"1991-01-03,1991-01-04,1991-01-07,1991-01-08"
255,1991-01-04,0.006312472404267484,1991-01-04,1991-01-09,4,"1991-01-04,1991-01-07,1991-01-08,1991-01-09"
256,1991-01-07,0.010127537032283442,1991-01-07,1991-01-10,4,"1991-01-07,1991-01-08,1991-01-09,1991-01-10"
257,1991-01-08,0.0073999717308009414,1991-01-08,1991-01-11,4,"1991-01-08,1991-01-09,1991-01-10,1991-01-11"
258,1991-01-09,0.008326378843257199,1991-01-09,1991-01-14,4,"1991-01-09,1991-01-10,1991-01-11,1991-01-14"
259,1991-01-10,0.006657570009807206,1991-01-10,1991-01-15,4,"1991-01-10,1991-01-11,1991-01-14,1991-01-15"
260,1991-01-11,0.006119104238947666,1991-01-11,1991-01-16,4,"1991-01-11,1991-01-14,1991-01-15,1991-01-16"
261,1991-01-14,0.01675500343063341,1991-01-14,1991-01-17,4,"1991-01-14,1991-01-15,1991-01-16,1991-01-17"
262,1991-01-15,0.012875579311381146,1991-01-15,1991-01-18,4,"1991-01-15,1991-01-16,1991-01-17,1991-01-18"
263,1991-01-16,0.014812418156477134,1991-01-16,1991-01-21,4,"1991-01-16,1991-01-17,1991-01-18,1991-01-21"
264,1991-01-17,0.01774244482607998,1991-01-17,1991-01-22,4,"1991-01-17,1991-01-18,1991-01-21,1991-01-22"
265,1991-01-18,0.008285239593806058,1991-01-18,1991-01-23,4,"1991-01-18,1991-01-21,1991-01-22,1991-01-23"
266,1991-01-21,0.008536150972982591,1991-01-21,1991-01-24,4,"1991-01-21,1991-01-22,1991-01-23,1991-01-24"
267,1991-01-22,0.007928449145127822,1991-01-22,1991-01-25,4,"1991-01-22,1991-01-23,1991-01-24,1991-01-25"
268,1991-01-23,0.005076858253703187,1991-01-23,1991-01-28,4,"1991-01-23,1991-01-24,1991-01-25,1991-01-28"
269,1991-01-24,0.0057908773622549195,1991-01-24,1991-01-29,4,"1991-01-24,1991-01-25,1991-01-28,1991-01-29"
270,1991-01-25,0.006363144958936996,1991-01-25,1991-01-30,4,"1991-01-25,1991-01-28,1991-01-29,1991-01-30"
271,1991-01-28,0.006577537332157905,1991-01-28,1991-01-31,4,"1991-01-28,1991-01-29,1991-01-30,1991-01-31"
272,1991-01-29,0.007177248380280021,1991-01-29,1991-02-01,4,"1991-01-29,1991-01-30,1991-01-31,1991-02-01"
273,1991-01-30,0.007279106038279543,1991-01-30,1991-02-04,4,"1991-01-30,1991-01-31,1991-02-01,1991-02-04"
274,1991-01-31,0.006428249669060454,1991-01-31,1991-02-05,4,"1991-01-31,1991-02-01,1991-02-04,1991-02-05"
275,1991-02-01,0.008310663372818052,1991-02-01,1991-02-06,4,"1991-02-01,1991-02-04,1991-02-05,1991-02-06"
276,1991-02-04,0.009015415748089665,1991-02-04,1991-02-07,4,"1991-02-04,1991-02-05,1991-02-06,1991-02-07"
277,1991-02-05,0.008392333023691136,1991-02-05,1991-02-08,4,"1991-02-05,1991-02-06,1991-02-07,1991-02-08"
278,1991-02-06,0.01144665068542428,1991-02-06,1991-02-11,4,"1991-02-06,1991-02-07,1991-02-08,1991-02-11"
279,1991-02-07,0.013233895959722004,1991-02-07,1991-02-12,4,"1991-02-07,1991-02-08,1991-02-11,1991-02-12"
280,1991-02-08,0.01204051241318941,1991-02-08,1991-02-13,4,"1991-02-08,1991-02-11,1991-02-12,1991-02-13"
281,1991-02-11,0.015342513774361749,1991-02-11,1991-02-14,4,"1991-02-11,1991-02-12,1991-02-13,1991-02-14"
282,1991-02-12,0.011258724463456962,1991-02-12,1991-02-15,4,"1991-02-12,1991-02-13,1991-02-14,1991-02-15"
283,1991-02-13,0.010118635946088812,1991-02-13,1991-02-19,4,"1991-02-13,1991-02-14,1991-02-15,1991-02-19"
284,1991-02-14,0.010611812348868762,1991-02-14,1991-02-20,4,"1991-02-14,1991-02-15,1991-02-19,1991-02-20"
285,1991-02-15,0.008757275522540358,1991-02-15,1991-02-21,4,"1991-02-15,1991-02-19,1991-02-20,1991-02-21"
286,1991-02-19,0.005353882146576106,1991-02-19,1991-02-22,4,"1991-02-19,1991-02-20,1991-02-21,1991-02-22"
287,1991-02-20,0.006046434598618047,1991-02-20,1991-02-25,4,"1991-02-20,1991-02-21,1991-02-22,1991-02-25"
288,1991-02-21,0.0063229593912813905,1991-02-21,1991-02-26,4,"1991-02-21,1991-02-22,1991-02-25,1991-02-26"
289,1991-02-22,0.009210734189446231,1991-02-22,1991-02-27,4,"1991-02-22,1991-02-25,1991-02-26,1991-02-27"
290,1991-02-25,0.009352910635674824,1991-02-25,1991-02-28,4,"1991-02-25,1991-02-26,1991-02-27,1991-02-28"
291,1991-02-26,0.010006222730345092,1991-02-26,1991-03-01,4,"1991-02-26,1991-02-27,1991-02-28,1991-03-01"
292,1991-02-27,0.007111934356487059,1991-02-27,1991-03-04,4,"1991-02-27,1991-02-28,1991-03-01,1991-03-04"
293,1991-02-28,0.009354380940540722,1991-02-28,1991-03-05,4,"1991-02-28,1991-03-01,1991-03-04,1991-03-05"
294,1991-03-01,0.009284590555672803,1991-03-01,1991-03-06,4,"1991-03-01,1991-03-04,1991-03-05,1991-03-06"
295,1991-03-04,0.009455115132615939,1991-03-04,1991-03-07,4,"1991-03-04,1991-03-05,1991-03-06,1991-03-07"
296,1991-03-05,0.009363567191901017,1991-03-05,1991-03-08,4,"1991-03-05,1991-03-06,1991-03-07,1991-03-08"
297,1991-03-06,0.0017454311492354276,1991-03-06,1991-03-11,4,"1991-03-06,1991-03-07,1991-03-08,1991-03-11"
298,1991-03-07,0.0027246357719222184,1991-03-07,1991-03-12,4,"1991-03-07,1991-03-08,1991-03-11,1991-03-12"
299,1991-03-08,0.007806024661378318,1991-03-08,1991-03-13,4,"1991-03-08,1991-03-11,1991-03-12,1991-03-13"
300,1991-03-11,0.007826886960691955,1991-03-11,1991-03-14,4,"1991-03-11,1991-03-12,1991-03-13,1991-03-14"
301,1991-03-12,0.0074164963152071155,1991-03-12,1991-03-15,4,"1991-03-12,1991-03-13,1991-03-14,1991-03-15"
302,1991-03-13,0.00645766978690295,1991-03-13,1991-03-18,4,"1991-03-13,1991-03-14,1991-03-15,1991-03-18"
303,1991-03-14,0.005680924577456459,1991-03-14,1991-03-19,4,"1991-03-14,1991-03-15,1991-03-18,1991-03-19"
304,1991-03-15,0.006951056571186612,1991-03-15,1991-03-20,4,"1991-03-15,1991-03-18,1991-03-19,1991-03-20"
305,1991-03-18,0.006588103676169432,1991-03-18,1991-03-21,4,"1991-03-18,1991-03-19,1991-03-20,1991-03-21"
306,1991-03-19,0.007317374015212962,1991-03-19,1991-03-22,4,"1991-03-19,1991-03-20,1991-03-21,1991-03-22"
307,1991-03-20,0.003690102739130334,1991-03-20,1991-03-25,4,"1991-03-20,1991-03-21,1991-03-22,1991-03-25"
308,1991-03-21,0.0077202183867627295,1991-03-21,1991-03-26,4,"1991-03-21,1991-03-22,1991-03-25,1991-03-26"
309,1991-03-22,0.007358817553616003,1991-03-22,1991-03-27,4,"1991-03-22,1991-03-25,1991-03-26,1991-03-27"
310,1991-03-25,0.007781055715670936,1991-03-25,1991-03-28,4,"1991-03-25,1991-03-26,1991-03-27,1991-03-28"
311,1991-03-26,0.010209797681586972,1991-03-26,1991-04-01,4,"1991-03-26,1991-03-27,1991-03-28,1991-04-01"
312,1991-03-27,0.01207949887165142,1991-03-27,1991-04-02,4,"1991-03-27,1991-03-28,1991-04-01,1991-04-02"
313,1991-03-28,0.011990479220083386,1991-03-28,1991-04-03,4,"1991-03-28,1991-04-01,1991-04-02,1991-04-03"
314,1991-04-01,0.011892288009261337,1991-04-01,1991-04-04,4,"1991-04-01,1991-04-02,1991-04-03,1991-04-04"
315,1991-04-02,0.012237383175080958,1991-04-02,1991-04-05,4,"1991-04-02,1991-04-03,1991-04-04,1991-04-05"
316,1991-04-03,0.00740072260496233,1991-04-03,1991-04-08,4,"1991-04-03,1991-04-04,1991-04-05,1991-04-08"
317,1991-04-04,0.009343547964211127,1991-04-04,1991-04-09,4,"1991-04-04,1991-04-05,1991-04-08,1991-04-09"
318,1991-04-05,0.008938761986094853,1991-04-05,1991-04-10,4,"1991-04-05,1991-04-08,1991-04-09,1991-04-10"
319,1991-04-08,0.00992575147211577,1991-04-08,1991-04-11,4,"1991-04-08,1991-04-09,1991-04-10,1991-04-11"
320,1991-04-09,0.009663855841446273,1991-04-09,1991-04-12,4,"1991-04-09,1991-04-10,1991-04-11,1991-04-12"
321,1991-04-10,0.005008194153100447,1991-04-10,1991-04-15,4,"1991-04-10,1991-04-11,1991-04-12,1991-04-15"
322,1991-04-11,0.005490466094039018,1991-04-11,1991-04-16,4,"1991-04-11,1991-04-12,1991-04-15,1991-04-16"
323,1991-04-12,0.00534205827952617,1991-04-12,1991-04-17,4,"1991-04-12,1991-04-15,1991-04-16,1991-04-17"
324,1991-04-15,0.008004813334314563,1991-04-15,1991-04-18,4,"1991-04-15,1991-04-16,1991-04-17,1991-04-18"
325,1991-04-16,0.01081261806172872,1991-04-16,1991-04-19,4,"1991-04-16,1991-04-17,1991-04-18,1991-04-19"
326,1991-04-17,0.007013242373638611,1991-04-17,1991-04-22,4,"1991-04-17,1991-04-18,1991-04-19,1991-04-22"
327,1991-04-18,0.004918667647102235,1991-04-18,1991-04-23,4,"1991-04-18,1991-04-19,1991-04-22,1991-04-23"
328,1991-04-19,0.00610489540046385,1991-04-19,1991-04-24,4,"1991-04-19,1991-04-22,1991-04-23,1991-04-24"
329,1991-04-22,0.005686779496496195,1991-04-22,1991-04-25,4,"1991-04-22,1991-04-23,1991-04-24,1991-04-25"
330,1991-04-23,0.0048714715646298295,1991-04-23,1991-04-26,4,"1991-04-23,1991-04-24,1991-04-25,1991-04-26"
331,1991-04-24,0.0067104061951366485,1991-04-24,1991-04-29,4,"1991-04-24,1991-04-25,1991-04-26,1991-04-29"
332,1991-04-25,0.0072949786390241675,1991-04-25,1991-04-30,4,"1991-04-25,1991-04-26,1991-04-29,1991-04-30"
333,1991-04-26,0.009885549623598477,1991-04-26,1991-05-01,4,"1991-04-26,1991-04-29,1991-04-30,1991-05-01"
334,1991-04-29,0.009858372928069167,1991-04-29,1991-05-02,4,"1991-04-29,1991-04-30,1991-05-01,1991-05-02"
335,1991-04-30,0.005101642527376801,1991-04-30,1991-05-03,4,"1991-04-30,1991-05-01,1991-05-02,1991-05-03"
336,1991-05-01,0.005861112241678896,1991-05-01,1991-05-06,4,"1991-05-01,1991-05-02,1991-05-03,1991-05-06"
337,1991-05-02,0.003239032898111639,1991-05-02,1991-05-07,4,"1991-05-02,1991-05-03,1991-05-06,1991-05-07"
338,1991-05-03,0.003859257320605593,1991-05-03,1991-05-08,4,"1991-05-03,1991-05-06,1991-05-07,1991-05-08"
339,1991-05-06,0.007279827838145553,1991-05-06,1991-05-09,4,"1991-05-06,1991-05-07,1991-05-08,1991-05-09"
340,1991-05-07,0.011966389168161586,1991-05-07,1991-05-10,4,"1991-05-07,1991-05-08,1991-05-09,1991-05-10"
341,1991-05-08,0.011816998080398149,1991-05-08,1991-05-13,4,"1991-05-08,1991-05-09,1991-05-10,1991-05-13"
342,1991-05-09,0.012269433862338702,1991-05-09,1991-05-14,4,"1991-05-09,1991-05-10,1991-05-13,1991-05-14"
343,1991-05-10,0.007948644690178962,1991-05-10,1991-05-15,4,"1991-05-10,1991-05-13,1991-05-14,1991-05-15"
344,1991-05-13,0.00816917494396368,1991-05-13,1991-05-16,4,"1991-05-13,1991-05-14,1991-05-15,1991-05-16"
345,1991-05-14,0.0079422046897354,1991-05-14,1991-05-17,4,"1991-05-14,1991-05-15,1991-05-16,1991-05-17"
346,1991-05-15,0.006327036659147101,1991-05-15,1991-05-20,4,"1991-05-15,1991-05-16,1991-05-17,1991-05-20"
347,1991-05-16,0.004500872802984224,1991-05-16,1991-05-21,4,"1991-05-16,1991-05-17,1991-05-20,1991-05-21"
348,1991-05-17,0.003340109172449851,1991-05-17,1991-05-22,4,"1991-05-17,1991-05-20,1991-05-21,1991-05-22"
349,1991-05-20,0.004237382640951043,1991-05-20,1991-05-23,4,"1991-05-20,1991-05-21,1991-05-22,1991-05-23"
350,1991-05-21,0.004481098989351514,1991-05-21,1991-05-24,4,"1991-05-21,1991-05-22,1991-05-23,1991-05-24"
351,1991-05-22,0.005555809006112785,1991-05-22,1991-05-28,4,"1991-05-22,1991-05-23,1991-05-24,1991-05-28"
352,1991-05-23,0.005557000913064753,1991-05-23,1991-05-29,4,"1991-05-23,1991-05-24,1991-05-28,1991-05-29"
353,1991-05-24,0.00379712962309422,1991-05-24,1991-05-30,4,"1991-05-24,1991-05-28,1991-05-29,1991-05-30"
354,1991-05-28,0.003754467412703601,1991-05-28,1991-05-31,4,"1991-05-28,1991-05-29,1991-05-30,1991-05-31"
355,1991-05-29,0.0057968632228111465,1991-05-29,1991-06-03,4,"1991-05-29,1991-05-30,1991-05-31,1991-06-03"
356,1991-05-30,0.006170249742162341,1991-05-30,1991-06-04,4,"1991-05-30,1991-05-31,1991-06-03,1991-06-04"
357,1991-05-31,0.005407302187912592,1991-05-31,1991-06-05,4,"1991-05-31,1991-06-03,1991-06-04,1991-06-05"
358,1991-06-03,0.0021441615677407926,1991-06-03,1991-06-06,4,"1991-06-03,1991-06-04,1991-06-05,1991-06-06"
359,1991-06-04,0.0037452708579396744,1991-06-04,1991-06-07,4,"1991-06-04,1991-06-05,1991-06-06,1991-06-07"
360,1991-06-05,0.0033120561328356603,1991-06-05,1991-06-10,4,"1991-06-05,1991-06-06,1991-06-07,1991-06-10"
361,1991-06-06,0.006225368837205806,1991-06-06,1991-06-11,4,"1991-06-06,1991-06-07,1991-06-10,1991-06-11"
362,1991-06-07,0.007388139499603475,1991-06-07,1991-06-12,4,"1991-06-07,1991-06-10,1991-06-11,1991-06-12"
363,1991-06-10,0.006758787545533839,1991-06-10,1991-06-13,4,"1991-06-10,1991-06-11,1991-06-12,1991-06-13"
364,1991-06-11,0.008811451550714425,1991-06-11,1991-06-14,4,"1991-06-11,1991-06-12,1991-06-13,1991-06-14"
365,1991-06-12,0.008990274732459424,1991-06-12,1991-06-17,4,"1991-06-12,1991-06-13,1991-06-14,1991-06-17"
366,1991-06-13,0.007086639815425239,1991-06-13,1991-06-18,4,"1991-06-13,1991-06-14,1991-06-17,1991-06-18"
367,1991-06-14,0.008285363955129764,1991-06-14,1991-06-19,4,"1991-06-14,1991-06-17,1991-06-18,1991-06-19"
368,1991-06-17,0.003624450191100824,1991-06-17,1991-06-20,4,"1991-06-17,1991-06-18,1991-06-19,1991-06-20"
369,1991-06-18,0.005716838588027392,1991-06-18,1991-06-21,4,"1991-06-18,1991-06-19,1991-06-20,1991-06-21"
370,1991-06-19,0.009310947014324271,1991-06-19,1991-06-24,4,"1991-06-19,1991-06-20,1991-06-21,1991-06-24"
371,1991-06-20,0.00907965376555272,1991-06-20,1991-06-25,4,"1991-06-20,1991-06-21,1991-06-24,1991-06-25"
372,1991-06-21,0.009279267943461638,1991-06-21,1991-06-26,4,"1991-06-21,1991-06-24,1991-06-25,1991-06-26"
373,1991-06-24,0.009610318192227584,1991-06-24,1991-06-27,4,"1991-06-24,1991-06-25,1991-06-26,1991-06-27"
374,1991-06-25,0.005895063514865529,1991-06-25,1991-06-28,4,"1991-06-25,1991-06-26,1991-06-27,1991-06-28"
375,1991-06-26,0.009645788492782548,1991-06-26,1991-07-01,4,"1991-06-26,1991-06-27,1991-06-28,1991-07-01"
376,1991-06-27,0.01000258658714807,1991-06-27,1991-07-02,4,"1991-06-27,1991-06-28,1991-07-01,1991-07-02"
377,1991-06-28,0.011451682715680794,1991-06-28,1991-07-03,4,"1991-06-28,1991-07-01,1991-07-02,1991-07-03"
378,1991-07-01,0.010481382619383046,1991-07-01,1991-07-05,4,"1991-07-01,1991-07-02,1991-07-03,1991-07-05"
379,1991-07-02,0.007608449344145394,1991-07-02,1991-07-08,4,"1991-07-02,1991-07-03,1991-07-05,1991-07-08"
380,1991-07-03,0.007912950070077541,1991-07-03,1991-07-09,4,"1991-07-03,1991-07-05,1991-07-08,1991-07-09"
381,1991-07-05,0.005564765873280145,1991-07-05,1991-07-10,4,"1991-07-05,1991-07-08,1991-07-09,1991-07-10"
382,1991-07-08,0.0056157206618068145,1991-07-08,1991-07-11,4,"1991-07-08,1991-07-09,1991-07-10,1991-07-11"
383,1991-07-09,0.005036810373553007,1991-07-09,1991-07-12,4,"1991-07-09,1991-07-10,1991-07-11,1991-07-12"
384,1991-07-10,0.0035264847416264056,1991-07-10,1991-07-15,4,"1991-07-10,1991-07-11,1991-07-12,1991-07-15"
385,1991-07-11,0.003987408879725917,1991-07-11,1991-07-16,4,"1991-07-11,1991-07-12,1991-07-15,1991-07-16"
386,1991-07-12,0.004495725877978716,1991-07-12,1991-07-17,4,"1991-07-12,1991-07-15,1991-07-16,1991-07-17"
387,1991-07-15,0.00528768274041794,1991-07-15,1991-07-18,4,"1991-07-15,1991-07-16,1991-07-17,1991-07-18"
388,1991-07-16,0.005689474422395707,1991-07-16,1991-07-19,4,"1991-07-16,1991-07-17,1991-07-18,1991-07-19"
389,1991-07-17,0.005898856197833346,1991-07-17,1991-07-22,4,"1991-07-17,1991-07-18,1991-07-19,1991-07-22"
390,1991-07-18,0.007389774787029128,1991-07-18,1991-07-23,4,"1991-07-18,1991-07-19,1991-07-22,1991-07-23"
391,1991-07-19,0.002729798389119413,1991-07-19,1991-07-24,4,"1991-07-19,1991-07-22,1991-07-23,1991-07-24"
392,1991-07-22,0.00542355846139817,1991-07-22,1991-07-25,4,"1991-07-22,1991-07-23,1991-07-24,1991-07-25"
393,1991-07-23,0.005410086783224851,1991-07-23,1991-07-26,4,"1991-07-23,1991-07-24,1991-07-25,1991-07-26"
394,1991-07-24,0.0035926124754303177,1991-07-24,1991-07-29,4,"1991-07-24,1991-07-25,1991-07-26,1991-07-29"
395,1991-07-25,0.003369322112102139,1991-07-25,1991-07-30,4,"1991-07-25,1991-07-26,1991-07-29,1991-07-30"
396,1991-07-26,0.0034553077506248356,1991-07-26,1991-07-31,4,"1991-07-26,1991-07-29,1991-07-30,1991-07-31"
397,1991-07-29,0.004043497458016161,1991-07-29,1991-08-01,4,"1991-07-29,1991-07-30,1991-07-31,1991-08-01"
398,1991-07-30,0.004162924289182502,1991-07-30,1991-08-02,4,"1991-07-30,1991-07-31,1991-08-01,1991-08-02"
399,1991-07-31,0.003037929044675706,1991-07-31,1991-08-05,4,"1991-07-31,1991-08-01,1991-08-02,1991-08-05"
400,1991-08-01,0.0075468907901741445,1991-08-01,1991-08-06,4,"1991-08-01,1991-08-02,1991-08-05,1991-08-06"
401,1991-08-02,0.007382969024736682,1991-08-02,1991-08-07,4,"1991-08-02,1991-08-05,1991-08-06,1991-08-07"
402,1991-08-05,0.00775058323474916,1991-08-05,1991-08-08,4,"1991-08-05,1991-08-06,1991-08-07,1991-08-08"
403,1991-08-06,0.007795466346310413,1991-08-06,1991-08-09,4,"1991-08-06,1991-08-07,1991-08-08,1991-08-09"
404,1991-08-07,0.0030239768257004115,1991-08-07,1991-08-12,4,"1991-08-07,1991-08-08,1991-08-09,1991-08-12"
405,1991-08-08,0.003973657836468204,1991-08-08,1991-08-13,4,"1991-08-08,1991-08-09,1991-08-12,1991-08-13"
406,1991-08-09,0.0036872833517093465,1991-08-09,1991-08-14,4,"1991-08-09,1991-08-12,1991-08-13,1991-08-14"
407,1991-08-12,0.002068875825320671,1991-08-12,1991-08-15,4,"1991-08-12,1991-08-13,1991-08-14,1991-08-15"
408,1991-08-13,0.005065953781913265,1991-08-13,1991-08-16,4,"1991-08-13,1991-08-14,1991-08-15,1991-08-16"
409,1991-08-14,0.009542746731628946,1991-08-14,1991-08-19,4,"1991-08-14,1991-08-15,1991-08-16,1991-08-19"
410,1991-08-15,0.011557936097910834,1991-08-15,1991-08-20,4,"1991-08-15,1991-08-16,1991-08-19,1991-08-20"
411,1991-08-16,0.019719709563532146,1991-08-16,1991-08-21,4,"1991-08-16,1991-08-19,1991-08-20,1991-08-21"
412,1991-08-19,0.018786938418002,1991-08-19,1991-08-22,4,"1991-08-19,1991-08-20,1991-08-21,1991-08-22"
413,1991-08-20,0.01040191800560528,1991-08-20,1991-08-23,4,"1991-08-20,1991-08-21,1991-08-22,1991-08-23"
414,1991-08-21,0.011755626025458021,1991-08-21,1991-08-26,4,"1991-08-21,1991-08-22,1991-08-23,1991-08-26"
415,1991-08-22,0.0035675882731121366,1991-08-22,1991-08-27,4,"1991-08-22,1991-08-23,1991-08-26,1991-08-27"
416,1991-08-23,0.004858591618085012,1991-08-23,1991-08-28,4,"1991-08-23,1991-08-26,1991-08-27,1991-08-28"
417,1991-08-26,0.0044533411122451745,1991-08-26,1991-08-29,4,"1991-08-26,1991-08-27,1991-08-28,1991-08-29"
418,1991-08-27,0.004743854865889969,1991-08-27,1991-08-30,4,"1991-08-27,1991-08-28,1991-08-29,1991-08-30"
419,1991-08-28,0.006276263514865653,1991-08-28,1991-09-03,4,"1991-08-28,1991-08-29,1991-08-30,1991-09-03"
420,1991-08-29,0.0029635477113093825,1991-08-29,1991-09-04,4,"1991-08-29,1991-08-30,1991-09-03,1991-09-04"
421,1991-08-30,0.002478788997070927,1991-08-30,1991-09-05,4,"1991-08-30,1991-09-03,1991-09-04,1991-09-05"
422,1991-09-03,0.0031450409174230355,1991-09-03,1991-09-06,4,"1991-09-03,1991-09-04,1991-09-05,1991-09-06"
423,1991-09-04,0.0020193326994013233,1991-09-04,1991-09-09,4,"1991-09-04,1991-09-05,1991-09-06,1991-09-09"
424,1991-09-05,0.004012304018102414,1991-09-05,1991-09-10,4,"1991-09-05,1991-09-06,1991-09-09,1991-09-10"
425,1991-09-06,0.004558738269259416,1991-09-06,1991-09-11,4,"1991-09-06,1991-09-09,1991-09-10,1991-09-11"
